order_item_id,order_id,product_id,sku_id,quantity,unit_price,subtotal,is_mock_data
OI0000130,ORD000049,PROD0019,SKU00052,1,50.95,50.95,true
OI0000131,ORD000050,PROD0050,SKU00135,1,76.68,76.68,true
OI0000132,ORD000051,PROD0051,SKU00138,1,3473.85,3473.85,true
OI0000133,ORD000051,PROD0021,SKU00056,1,1334.27,1334.27,true
OI0000134,ORD000052,PROD0052,SKU00139,1,652.96,652.96,true
OI0000135,ORD000052,PROD0076,SKU00201,2,1559.58,3119.16,true
OI0000136,ORD000052,PROD0082,SKU00217,2,265.63,531.26,true
OI0000137,ORD000052,PROD0088,SKU00232,2,1309.11,2618.22,true
OI0000138,ORD000053,PROD0053,SKU00140,1,1244412.42,1244412.42,true
OI0000139,ORD000053,PROD0035,SKU00094,2,1297161.78,2594323.56,true
OI0000140,ORD000053,PROD0065,SKU00175,3,1621774.14,4865322.42,true
OI0000141,ORD000053,PROD0071,SKU00190,1,393418.18,393418.18,true
OI0000142,ORD000054,PROD0054,SKU00142,1,476842.39,476842.39,true
OI0000143,ORD000054,PROD0018,SKU00048,2,618527.75,1237055.50,true
OI0000144,ORD000054,PROD0084,SKU00223,1,412917.79,412917.79,true
OI0000145,ORD000055,PROD0055,SKU00145,2,51.20,102.40,true
OI0000146,ORD000055,PROD0049,SKU00132,2,78.51,157.02,true
OI0000147,ORD000055,PROD0013,SKU00030,1,67.59,67.59,true
OI0000148,ORD000055,PROD0073,SKU00194,2,30.43,60.86,true
OI0000149,ORD000056,PROD0056,SKU00150,1,61.25,61.25,true
OI0000150,ORD000056,PROD0044,SKU00119,1,60.15,60.15,true
OI0000151,ORD000057,PROD0057,SKU00151,1,1603.33,1603.33,true
OI0000152,ORD000058,PROD0058,SKU00155,3,2006.24,6018.72,true
OI0000153,ORD000059,PROD0059,SKU00157,1,1628860.67,1628860.67,true
OI0000154,ORD000059,PROD0023,SKU00062,2,1734056.78,3468113.56,true
OI0000155,ORD000059,PROD0035,SKU00092,2,1317389.56,2634779.12,true
OI0000156,ORD000060,PROD0060,SKU00158,1,587751.35,587751.35,true
OI0000157,ORD000060,PROD0072,SKU00191,2,100074.70,200149.40,true
OI0000158,ORD000060,PROD0054,SKU00144,1,503033.26,503033.26,true
OI0000159,ORD000060,PROD0078,SKU00203,2,186418.93,372837.86,true
OI0000160,ORD000061,PROD0061,SKU00163,1,79.38,79.38,true
OI0000161,ORD000061,PROD0091,SKU00240,1,42.89,42.89,true
OI0000162,ORD000062,PROD0062,SKU00167,1,280.14,280.14,true
OI0000163,ORD000062,PROD0062,SKU00166,1,241.39,241.39,true
OI0000164,ORD000063,PROD0063,SKU00170,1,2802.15,2802.15,true
OI0000165,ORD000063,PROD0087,SKU00231,1,694.75,694.75,true
OI0000166,ORD000064,PROD0064,SKU00172,2,402.64,805.28,true
OI0000167,ORD000064,PROD0034,SKU00090,2,1384.12,2768.24,true
OI0000168,ORD000064,PROD0046,SKU00122,1,431.81,431.81,true
OI0000169,ORD000065,PROD0065,SKU00174,2,1552367.79,3104735.58,true
OI0000170,ORD000065,PROD0095,SKU00250,2,799279.75,1598559.50,true
OI0000171,ORD000065,PROD0083,SKU00220,1,1528645.72,1528645.72,true
OI0000172,ORD000065,PROD0089,SKU00234,1,617829.81,617829.81,true
OI0000173,ORD000066,PROD0066,SKU00179,1,223631.32,223631.32,true
OI0000174,ORD000066,PROD0042,SKU00114,1,640099.17,640099.17,true
OI0000175,ORD000066,PROD0084,SKU00222,1,370952.09,370952.09,true
OI0000176,ORD000067,PROD0067,SKU00180,1,30.93,30.93,true
OI0000177,ORD000067,PROD0061,SKU00162,1,94.04,94.04,true
OI0000178,ORD000068,PROD0068,SKU00181,3,242.41,727.23,true
OI0000179,ORD000068,PROD0080,SKU00210,3,158.07,474.21,true
OI0000180,ORD000068,PROD0080,SKU00211,3,146.92,440.76,true
OI0000181,ORD000069,PROD0069,SKU00183,1,1037.37,1037.37,true
OI0000182,ORD000069,PROD0033,SKU00089,1,334.98,334.98,true
OI0000183,ORD000070,PROD0070,SKU00184,1,1843.88,1843.88,true
OI0000184,ORD000070,PROD0004,SKU00009,1,1648.68,1648.68,true
OI0000185,ORD000071,PROD0071,SKU00188,1,346284.88,346284.88,true
OI0000186,ORD000072,PROD0072,SKU00191,1,100074.70,100074.70,true
OI0000187,ORD000072,PROD0060,SKU00161,1,538964.89,538964.89,true
OI0000188,ORD000072,PROD0084,SKU00221,1,403023.05,403023.05,true
OI0000189,ORD000072,PROD0018,SKU00050,1,669442.39,669442.39,true
OI0000190,ORD000073,PROD0073,SKU00192,1,27.91,27.91,true
OI0000191,ORD000073,PROD0049,SKU00133,2,67.80,135.60,true
OI0000192,ORD000073,PROD0055,SKU00146,2,48.24,96.48,true
OI0000193,ORD000074,PROD0074,SKU00197,1,276.76,276.76,true
OI0000194,ORD000075,PROD0075,SKU00199,1,3433.43,3433.43,true
OI0000195,ORD000075,PROD0081,SKU00214,2,2164.59,4329.18,true
OI0000196,ORD000075,PROD0099,SKU00259,1,1378.32,1378.32,true
OI0000197,ORD000076,PROD0076,SKU00200,1,1511.03,1511.03,true
OI0000198,ORD000077,PROD0077,SKU00202,1,990566.46,990566.46,true
OI0000199,ORD000077,PROD0029,SKU00079,1,934640.31,934640.31,true
OI0000200,ORD000077,PROD0023,SKU00063,2,1504447.05,3008894.10,true
OI0000201,ORD000077,PROD0035,SKU00094,2,1297161.78,2594323.56,true
OI0000202,ORD000078,PROD0078,SKU00203,1,186418.93,186418.93,true
OI0000203,ORD000078,PROD0054,SKU00142,1,476842.39,476842.39,true
OI0000204,ORD000078,PROD0036,SKU00098,3,255958.83,767876.49,true
OI0000205,ORD000079,PROD0079,SKU00207,1,69.96,69.96,true
OI0000206,ORD000080,PROD0080,SKU00208,1,146.03,146.03,true
OI0000207,ORD000081,PROD0081,SKU00214,1,2164.59,2164.59,true
OI0000208,ORD000081,PROD0063,SKU00168,1,3058.83,3058.83,true
OI0000209,ORD000082,PROD0082,SKU00215,1,240.41,240.41,true
OI0000210,ORD000082,PROD0004,SKU00007,1,1647.91,1647.91,true
OI0000211,ORD000083,PROD0083,SKU00219,1,1427699.40,1427699.40,true
OI0000212,ORD000084,PROD0084,SKU00223,2,412917.79,825835.58,true
OI0000213,ORD000084,PROD0024,SKU00064,1,514639.39,514639.39,true
OI0000214,ORD000085,PROD0085,SKU00225,1,35.29,35.29,true
OI0000215,ORD000085,PROD0097,SKU00254,1,26.62,26.62,true
OI0000216,ORD000086,PROD0086,SKU00227,1,162.65,162.65,true
OI0000217,ORD000086,PROD0032,SKU00087,3,218.78,656.34,true
OI0000218,ORD000086,PROD0014,SKU00032,1,84.22,84.22,true
OI0000219,ORD000087,PROD0087,SKU00229,1,668.61,668.61,true
OI0000220,ORD000087,PROD0051,SKU00137,3,3946.66,11839.98,true
OI0000221,ORD000088,PROD0088,SKU00232,3,1309.11,3927.33,true
OI0000222,ORD000088,PROD0034,SKU00090,2,1384.12,2768.24,true
OI0000223,ORD000088,PROD0058,SKU00154,1,2057.90,2057.90,true
OI0000224,ORD000088,PROD0010,SKU00024,3,357.98,1073.94,true
OI0000225,ORD000089,PROD0089,SKU00234,1,617829.81,617829.81,true
OI0000226,ORD000090,PROD0090,SKU00237,1,496519.20,496519.20,true
OI0000227,ORD000091,PROD0091,SKU00240,1,42.89,42.89,true
OI0000228,ORD000092,PROD0092,SKU00243,1,152.77,152.77,true
OI0000229,ORD000092,PROD0098,SKU00256,2,30.26,60.52,true
OI0000230,ORD000093,PROD0093,SKU00244,1,1757.46,1757.46,true
OI0000231,ORD000093,PROD0021,SKU00057,3,1371.53,4114.59,true
OI0000232,ORD000094,PROD0094,SKU00246,1,1287.71,1287.71,true
OI0000233,ORD000094,PROD0064,SKU00172,1,402.64,402.64,true
OI0000234,ORD000094,PROD0046,SKU00125,1,372.05,372.05,true
OI0000235,ORD000095,PROD0095,SKU00252,1,751595.94,751595.94,true
OI0000236,ORD000095,PROD0089,SKU00233,1,672068.51,672068.51,true
OI0000237,ORD000095,PROD0053,SKU00140,1,1244412.42,1244412.42,true
OI0000238,ORD000096,PROD0096,SKU00253,2,723622.53,1447245.06,true
OI0000239,ORD000096,PROD0090,SKU00238,2,497890.59,995781.18,true
OI0000240,ORD000097,PROD0097,SKU00255,2,29.49,58.98,true
OI0000241,ORD000097,PROD0043,SKU00118,1,11.15,11.15,true
OI0000242,ORD000097,PROD0013,SKU00030,1,67.59,67.59,true
OI0000243,ORD000098,PROD0098,SKU00257,1,28.06,28.06,true
OI0000244,ORD000098,PROD0014,SKU00035,1,95.61,95.61,true
OI0000245,ORD000099,PROD0099,SKU00259,1,1378.32,1378.32,true
OI0000246,ORD000099,PROD0057,SKU00153,1,1577.35,1577.35,true
OI0000247,ORD000100,PROD0100,SKU00260,2,423.84,847.68,true
OI0000248,ORD000100,PROD0016,SKU00041,1,1606.71,1606.71,true
OI0000249,ORD000100,PROD0088,SKU00232,3,1309.11,3927.33,true
OI0000250,ORD000101,PROD0038,SKU00101,1,223.70,223.70,true
OI0000251,ORD000101,PROD0026,SKU00071,2,50.68,101.36,true
OI0000252,ORD000102,PROD0095,SKU00252,1,751595.94,751595.94,true
OI0000253,ORD000102,PROD0041,SKU00109,2,1418084.03,2836168.06,true
OI0000254,ORD000102,PROD0029,SKU00078,1,848037.47,848037.47,true
OI0000255,ORD000103,PROD0068,SKU00181,2,242.41,484.82,true
OI0000256,ORD000103,PROD0014,SKU00033,1,94.30,94.30,true
OI0000257,ORD000103,PROD0050,SKU00135,1,76.68,76.68,true
OI0000258,ORD000104,PROD0022,SKU00060,1,352.53,352.53,true
OI0000259,ORD000104,PROD0034,SKU00090,2,1384.12,2768.24,true
OI0000260,ORD000104,PROD0094,SKU00246,1,1287.71,1287.71,true
OI0000261,ORD000105,PROD0083,SKU00219,2,1427699.40,2855398.80,true
OI0000262,ORD000105,PROD0095,SKU00251,2,836988.65,1673977.30,true
OI0000263,ORD000105,PROD0047,SKU00128,2,1184067.92,2368135.84,true
OI0000264,ORD000106,PROD0095,SKU00251,2,836988.65,1673977.30,true
OI0000265,ORD000106,PROD0011,SKU00025,1,386241.43,386241.43,true
OI0000266,ORD000106,PROD0065,SKU00173,2,1655054.84,3310109.68,true
OI0000267,ORD000107,PROD0044,SKU00119,2,60.15,120.30,true
OI0000268,ORD000108,PROD0020,SKU00053,1,109.14,109.14,true
OI0000269,ORD000109,PROD0009,SKU00020,1,3491.76,3491.76,true
OI0000270,ORD000109,PROD0015,SKU00036,1,2198.83,2198.83,true
OI0000271,ORD000110,PROD0058,SKU00155,1,2006.24,2006.24,true
OI0000272,ORD000110,PROD0058,SKU00156,1,2263.34,2263.34,true
OI0000273,ORD000111,PROD0094,SKU00248,1,1061.30,1061.30,true
OI0000274,ORD000112,PROD0095,SKU00249,1,774461.78,774461.78,true
OI0000275,ORD000112,PROD0023,SKU00062,1,1734056.78,1734056.78,true
OI0000276,ORD000112,PROD0029,SKU00079,2,934640.31,1869280.62,true
OI0000277,ORD000113,PROD0073,SKU00193,1,28.01,28.01,true
OI0000278,ORD000113,PROD0049,SKU00133,2,67.80,135.60,true
OI0000279,ORD000114,PROD0002,SKU00002,3,64.21,192.63,true
OI0000280,ORD000115,PROD0004,SKU00006,1,1735.31,1735.31,true
OI0000281,ORD000116,PROD0092,SKU00243,1,152.77,152.77,true
OI0000282,ORD000116,PROD0098,SKU00256,1,30.26,30.26,true
OI0000283,ORD000116,PROD0062,SKU00164,1,249.48,249.48,true
OI0000284,ORD000116,PROD0002,SKU00004,1,60.37,60.37,true
OI0000285,ORD000117,PROD0009,SKU00019,3,3363.81,10091.43,true
OI0000286,ORD000117,PROD0087,SKU00228,2,737.27,1474.54,true
OI0000287,ORD000117,PROD0057,SKU00152,1,1577.56,1577.56,true
OI0000288,ORD000117,PROD0063,SKU00168,3,3058.83,9176.49,true
OI0000289,ORD000118,PROD0007,SKU00015,1,85.75,85.75,true
OI0000290,ORD000118,PROD0055,SKU00145,1,51.20,51.20,true
OI0000291,ORD000118,PROD0031,SKU00084,2,81.42,162.84,true
OI0000292,ORD000118,PROD0031,SKU00085,1,84.44,84.44,true
OI0000293,ORD000119,PROD0072,SKU00191,2,100074.70,200149.40,true
OI0000294,ORD000120,PROD0096,SKU00253,1,723622.53,723622.53,true
OI0000295,ORD000120,PROD0006,SKU00013,1,839080.40,839080.40,true
OI0000296,ORD000120,PROD0060,SKU00161,2,538964.89,1077929.78,true
OI0000297,ORD000120,PROD0012,SKU00028,1,373804.90,373804.90,true
OI0000298,ORD000121,PROD0009,SKU00020,1,3491.76,3491.76,true
OI0000299,ORD000121,PROD0057,SKU00153,1,1577.35,1577.35,true
OI0000300,ORD000121,PROD0051,SKU00137,1,3946.66,3946.66,true
OI0000301,ORD000121,PROD0021,SKU00058,1,1325.08,1325.08,true
OI0000302,ORD000122,PROD0072,SKU00191,1,100074.70,100074.70,true
OI0000303,ORD000122,PROD0060,SKU00160,2,562540.10,1125080.20,true
OI0000304,ORD000123,PROD0091,SKU00240,1,42.89,42.89,true
OI0000305,ORD000123,PROD0091,SKU00239,1,45.78,45.78,true
OI0000306,ORD000124,PROD0048,SKU00129,1,776592.87,776592.87,true
OI0000307,ORD000125,PROD0070,SKU00185,1,2178.74,2178.74,true
OI0000308,ORD000126,PROD0060,SKU00158,1,587751.35,587751.35,true
OI0000309,ORD000126,PROD0030,SKU00082,1,457477.84,457477.84,true
OI0000310,ORD000126,PROD0096,SKU00253,1,723622.53,723622.53,true
OI0000311,ORD000127,PROD0043,SKU00118,1,11.15,11.15,true
OI0000312,ORD000127,PROD0019,SKU00051,1,57.51,57.51,true
OI0000313,ORD000127,PROD0013,SKU00030,1,67.59,67.59,true
OI0000314,ORD000128,PROD0020,SKU00054,1,110.97,110.97,true
OI0000315,ORD000128,PROD0056,SKU00147,1,64.48,64.48,true
OI0000316,ORD000129,PROD0043,SKU00117,1,10.35,10.35,true
OI0000317,ORD000129,PROD0055,SKU00146,1,48.24,48.24,true
OI0000318,ORD000129,PROD0043,SKU00118,1,11.15,11.15,true
OI0000319,ORD000129,PROD0091,SKU00241,1,46.64,46.64,true
OI0000320,ORD000130,PROD0050,SKU00135,1,76.68,76.68,true
OI0000321,ORD000131,PROD0015,SKU00037,1,2304.19,2304.19,true
OI0000322,ORD000131,PROD0039,SKU00106,1,2835.23,2835.23,true
OI0000323,ORD000131,PROD0063,SKU00168,2,3058.83,6117.66,true
OI0000324,ORD000131,PROD0021,SKU00056,1,1334.27,1334.27,true
OI0000325,ORD000132,PROD0069,SKU00182,1,1005.23,1005.23,true
OI0000326,ORD000132,PROD0045,SKU00121,1,2919.58,2919.58,true
OI0000327,ORD000133,PROD0082,SKU00218,1,244.06,244.06,true
OI0000328,ORD000133,PROD0004,SKU00009,3,1648.68,4946.04,true
OI0000329,ORD000133,PROD0082,SKU00215,1,240.41,240.41,true
OI0000330,ORD000134,PROD0004,SKU00006,1,1735.31,1735.31,true
OI0000331,ORD000134,PROD0010,SKU00024,1,357.98,357.98,true
OI0000332,ORD000135,PROD0015,SKU00036,1,2198.83,2198.83,true
OI0000333,ORD000136,PROD0064,SKU00172,2,402.64,805.28,true
OI0000334,ORD000136,PROD0070,SKU00186,2,1924.60,3849.20,true
OI0000335,ORD000136,PROD0082,SKU00218,3,244.06,732.18,true
OI0000336,ORD000137,PROD0043,SKU00118,1,11.15,11.15,true
OI0000337,ORD000137,PROD0043,SKU00117,1,10.35,10.35,true
OI0000338,ORD000137,PROD0019,SKU00052,1,50.95,50.95,true
OI0000339,ORD000138,PROD0038,SKU00102,1,261.50,261.50,true
OI0000340,ORD000138,PROD0098,SKU00257,2,28.06,56.12,true
OI0000341,ORD000138,PROD0080,SKU00211,2,146.92,293.84,true
OI0000342,ORD000138,PROD0020,SKU00053,1,109.14,109.14,true
OI0000343,ORD000139,PROD0007,SKU00016,1,93.93,93.93,true
OI0000344,ORD000140,PROD0009,SKU00020,1,3491.76,3491.76,true
OI0000345,ORD000140,PROD0051,SKU00137,1,3946.66,3946.66,true
OI0000346,ORD000140,PROD0069,SKU00183,1,1037.37,1037.37,true
OI0000347,ORD000141,PROD0078,SKU00203,1,186418.93,186418.93,true
OI0000348,ORD000142,PROD0059,SKU00157,1,1628860.67,1628860.67,true
OI0000349,ORD000142,PROD0023,SKU00062,1,1734056.78,1734056.78,true
OI0000350,ORD000143,PROD0090,SKU00235,1,595753.09,595753.09,true
OI0000351,ORD000143,PROD0042,SKU00113,2,583365.22,1166730.44,true
OI0000352,ORD000143,PROD0060,SKU00158,1,587751.35,587751.35,true
OI0000353,ORD000144,PROD0019,SKU00052,3,50.95,152.85,true
OI0000354,ORD000145,PROD0025,SKU00069,1,77.36,77.36,true
OI0000355,ORD000145,PROD0013,SKU00030,2,67.59,135.18,true
OI0000356,ORD000146,PROD0076,SKU00200,1,1511.03,1511.03,true
OI0000357,ORD000147,PROD0080,SKU00208,2,146.03,292.06,true
OI0000358,ORD000147,PROD0008,SKU00018,1,55.98,55.98,true
OI0000359,ORD000148,PROD0006,SKU00012,3,878821.58,2636464.74,true
OI0000360,ORD000149,PROD0049,SKU00132,2,78.51,157.02,true
OI0000361,ORD000149,PROD0091,SKU00240,1,42.89,42.89,true
OI0000362,ORD000149,PROD0067,SKU00180,1,30.93,30.93,true
OI0000363,ORD000149,PROD0025,SKU00068,1,76.26,76.26,true
OI0000364,ORD000150,PROD0087,SKU00228,1,737.27,737.27,true
OI0000365,ORD000150,PROD0021,SKU00056,2,1334.27,2668.54,true
OI0000366,ORD000151,PROD0098,SKU00257,1,28.06,28.06,true
OI0000367,ORD000151,PROD0026,SKU00073,2,58.72,117.44,true
OI0000368,ORD000151,PROD0014,SKU00035,1,95.61,95.61,true
OI0000369,ORD000152,PROD0033,SKU00089,2,334.98,669.96,true
OI0000370,ORD000153,PROD0021,SKU00057,1,1371.53,1371.53,true
OI0000371,ORD000153,PROD0081,SKU00214,2,2164.59,4329.18,true
OI0000372,ORD000153,PROD0021,SKU00056,1,1334.27,1334.27,true
