track_id,tracking_number,status,location,description,event_time,is_mock_data
TRACK0000101,TRK000000022,customs_clearance,Bangkok Customs,Customs processing completed,2026-04-29T10:26:00+08:00,true
TRACK0000102,TRK000000022,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-30T11:26:00+08:00,true
TRACK0000103,TRK000000022,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-05-01T05:26:00+08:00,true
TRACK0000104,TRK000000023,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-06-21T04:06:00+08:00,true
TRACK0000105,TRK000000023,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-06-21T13:06:00+08:00,true
TRACK0000106,TRK000000023,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-06-22T16:06:00+08:00,true
TRACK0000107,TRK000000023,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-06-23T01:06:00+08:00,true
TRACK0000108,TRK000000023,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-06-23T17:06:00+08:00,true
TRACK0000109,TRK000000023,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-06-24T08:06:00+08:00,true
TRACK0000110,TRK000000024,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-06T19:08:00+08:00,true
TRACK0000111,TRK000000024,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-07T22:08:00+08:00,true
TRACK0000112,TRK000000024,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-08T14:08:00+08:00,true
TRACK0000113,TRK000000024,customs_clearance,Jakarta Customs,Customs processing completed,2026-03-09T07:08:00+08:00,true
TRACK0000114,TRK000000024,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-03-10T09:08:00+08:00,true
TRACK0000115,TRK000000024,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-03-10T16:08:00+08:00,true
TRACK0000116,TRK000000025,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-10T22:27:00+08:00,true
TRACK0000117,TRK000000025,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-11T15:27:00+08:00,true
TRACK0000118,TRK000000025,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-11T23:27:00+08:00,true
TRACK0000119,TRK000000025,out_for_delivery,Singapore Delivery Hub,Courier is delivering the parcel,2026-04-12T14:27:00+08:00,true
TRACK0000120,TRK000000025,delivered,Singapore,Parcel delivered to the simulated buyer,2026-04-13T18:27:00+08:00,true
TRACK0000121,TRK000000026,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-17T12:08:00+08:00,true
TRACK0000122,TRK000000026,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-18T08:08:00+08:00,true
TRACK0000123,TRK000000026,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-04-19T05:08:00+08:00,true
TRACK0000124,TRK000000026,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-04-20T00:08:00+08:00,true
TRACK0000125,TRK000000027,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-27T11:45:00+08:00,true
TRACK0000126,TRK000000027,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-28T08:45:00+08:00,true
TRACK0000127,TRK000000027,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-28T21:45:00+08:00,true
TRACK0000128,TRK000000027,customs_clearance,Manila Customs,Customs processing completed,2026-04-29T22:45:00+08:00,true
TRACK0000129,TRK000000027,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-04-30T03:45:00+08:00,true
TRACK0000130,TRK000000027,delivered,Manila,Parcel delivered to the simulated buyer,2026-04-30T17:45:00+08:00,true
TRACK0000131,TRK000000028,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-29T02:19:00+08:00,true
TRACK0000132,TRK000000028,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-29T13:19:00+08:00,true
TRACK0000133,TRK000000028,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-05-29T22:19:00+08:00,true
TRACK0000134,TRK000000029,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-11T06:37:00+08:00,true
TRACK0000135,TRK000000029,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-11T17:37:00+08:00,true
TRACK0000136,TRK000000029,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-11T23:37:00+08:00,true
TRACK0000137,TRK000000029,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-04-12T20:37:00+08:00,true
TRACK0000138,TRK000000030,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-23T14:17:00+08:00,true
TRACK0000139,TRK000000030,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-24T01:17:00+08:00,true
TRACK0000140,TRK000000030,customs_clearance,Jakarta Customs,Customs processing completed,2026-02-24T07:17:00+08:00,true
TRACK0000141,TRK000000030,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-02-24T13:17:00+08:00,true
TRACK0000142,TRK000000030,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-02-25T15:17:00+08:00,true
TRACK0000143,TRK000000031,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-05T08:15:00+08:00,true
TRACK0000144,TRK000000031,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-05T16:15:00+08:00,true
TRACK0000145,TRK000000031,customs_clearance,Singapore Customs,Customs processing completed,2026-05-06T06:15:00+08:00,true
TRACK0000146,TRK000000031,out_for_delivery,Singapore Delivery Hub,Courier is delivering the parcel,2026-05-06T21:15:00+08:00,true
TRACK0000147,TRK000000031,delivered,Singapore,Parcel delivered to the simulated buyer,2026-05-08T00:15:00+08:00,true
TRACK0000148,TRK000000032,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-17T18:36:00+08:00,true
TRACK0000149,TRK000000032,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-18T11:36:00+08:00,true
TRACK0000150,TRK000000032,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-04-19T11:36:00+08:00,true
TRACK0000151,TRK000000032,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-04-20T07:36:00+08:00,true
TRACK0000152,TRK000000033,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-28T23:42:00+08:00,true
TRACK0000153,TRK000000033,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-02T02:42:00+08:00,true
TRACK0000154,TRK000000033,delivered,Manila,Parcel delivered to the simulated buyer,2026-03-02T18:42:00+08:00,true
TRACK0000155,TRK000000034,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-19T08:44:00+08:00,true
TRACK0000156,TRK000000034,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-20T11:44:00+08:00,true
TRACK0000157,TRK000000034,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-21T11:44:00+08:00,true
TRACK0000158,TRK000000034,customs_clearance,Bangkok Customs,Customs processing completed,2026-04-21T16:44:00+08:00,true
TRACK0000159,TRK000000034,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-04-22T04:44:00+08:00,true
TRACK0000160,TRK000000034,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-22T20:44:00+08:00,true
TRACK0000161,TRK000000035,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-20T23:39:00+08:00,true
TRACK0000162,TRK000000035,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-21T23:39:00+08:00,true
TRACK0000163,TRK000000035,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-22T09:39:00+08:00,true
TRACK0000164,TRK000000035,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-03-23T13:39:00+08:00,true
TRACK0000165,TRK000000035,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-03-24T06:39:00+08:00,true
TRACK0000166,TRK000000035,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-03-24T13:39:00+08:00,true
TRACK0000167,TRK000000036,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-10T08:52:00+08:00,true
TRACK0000168,TRK000000036,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-11T02:52:00+08:00,true
TRACK0000169,TRK000000036,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-11T17:52:00+08:00,true
TRACK0000170,TRK000000036,customs_clearance,Jakarta Customs,Customs processing completed,2026-04-12T11:52:00+08:00,true
TRACK0000171,TRK000000036,out_for_delivery,Jakarta Delivery Hub,Courier is delivering the parcel,2026-04-13T11:52:00+08:00,true
TRACK0000172,TRK000000036,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-04-13T23:52:00+08:00,true
TRACK0000173,TRK000000037,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-14T00:18:00+08:00,true
TRACK0000174,TRK000000037,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-14T21:18:00+08:00,true
TRACK0000175,TRK000000037,delivered,Singapore,Parcel delivered to the simulated buyer,2026-04-15T06:18:00+08:00,true
TRACK0000176,TRK000000038,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-08T01:06:00+08:00,true
TRACK0000177,TRK000000038,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-09T01:06:00+08:00,true
TRACK0000178,TRK000000038,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-02-10T02:06:00+08:00,true
TRACK0000179,TRK000000038,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-02-10T23:06:00+08:00,true
TRACK0000180,TRK000000038,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-02-11T09:06:00+08:00,true
TRACK0000181,TRK000000039,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-08T20:21:00+08:00,true
TRACK0000182,TRK000000039,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-09T07:21:00+08:00,true
TRACK0000183,TRK000000039,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-09T16:21:00+08:00,true
TRACK0000184,TRK000000039,customs_clearance,Manila Customs,Customs processing completed,2026-03-10T15:21:00+08:00,true
TRACK0000185,TRK000000039,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-03-10T20:21:00+08:00,true
TRACK0000186,TRK000000039,delivered,Manila,Parcel delivered to the simulated buyer,2026-03-11T07:21:00+08:00,true
TRACK0000187,TRK000000040,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-02-10T01:36:00+08:00,true
TRACK0000188,TRK000000040,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-02-10T20:36:00+08:00,true
TRACK0000189,TRK000000040,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-02-11T14:36:00+08:00,true
TRACK0000190,TRK000000040,customs_clearance,Bangkok Customs,Customs processing completed,2026-02-12T12:36:00+08:00,true
TRACK0000191,TRK000000040,out_for_delivery,Bangkok Delivery Hub,Courier is delivering the parcel,2026-02-12T19:36:00+08:00,true
TRACK0000192,TRK000000040,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-02-13T15:36:00+08:00,true
TRACK0000193,TRK000000041,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-23T21:09:00+08:00,true
TRACK0000194,TRK000000041,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-05-24T03:09:00+08:00,true
TRACK0000195,TRK000000041,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-24T15:09:00+08:00,true
TRACK0000196,TRK000000041,customs_clearance,Ho Chi Minh City Customs,Customs processing completed,2026-05-25T08:09:00+08:00,true
TRACK0000197,TRK000000041,out_for_delivery,Ho Chi Minh City Delivery Hub,Courier is delivering the parcel,2026-05-26T00:09:00+08:00,true
TRACK0000198,TRK000000041,delivered,Ho Chi Minh City,Parcel delivered to the simulated buyer,2026-05-26T22:09:00+08:00,true
TRACK0000199,TRK000000042,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-24T19:22:00+08:00,true
TRACK0000200,TRK000000042,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-25T08:22:00+08:00,true
TRACK0000201,TRK000000042,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-25T21:22:00+08:00,true
TRACK0000202,TRK000000042,customs_clearance,Jakarta Customs,Customs processing completed,2026-03-26T06:22:00+08:00,true
TRACK0000203,TRK000000042,delivered,Jakarta,Parcel delivered to the simulated buyer,2026-03-27T09:22:00+08:00,true
TRACK0000204,TRK000000043,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-05-06T06:09:00+08:00,true
TRACK0000205,TRK000000043,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-05-06T13:09:00+08:00,true
TRACK0000206,TRK000000043,out_for_delivery,Singapore Delivery Hub,Courier is delivering the parcel,2026-05-07T14:09:00+08:00,true
TRACK0000207,TRK000000043,delivered,Singapore,Parcel delivered to the simulated buyer,2026-05-08T01:09:00+08:00,true
TRACK0000208,TRK000000044,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-06T15:51:00+08:00,true
TRACK0000209,TRK000000044,customs_clearance,Kuala Lumpur Customs,Customs processing completed,2026-03-07T04:51:00+08:00,true
TRACK0000210,TRK000000044,out_for_delivery,Kuala Lumpur Delivery Hub,Courier is delivering the parcel,2026-03-07T15:51:00+08:00,true
TRACK0000211,TRK000000044,delivered,Kuala Lumpur,Parcel delivered to the simulated buyer,2026-03-07T21:51:00+08:00,true
TRACK0000212,TRK000000045,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-01-28T20:33:00+08:00,true
TRACK0000213,TRK000000045,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-01-29T20:33:00+08:00,true
TRACK0000214,TRK000000045,out_for_delivery,Manila Delivery Hub,Courier is delivering the parcel,2026-01-30T08:33:00+08:00,true
TRACK0000215,TRK000000045,delivered,Manila,Parcel delivered to the simulated buyer,2026-01-31T01:33:00+08:00,true
TRACK0000216,TRK000000046,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-03-29T04:18:00+08:00,true
TRACK0000217,TRK000000046,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-03-29T20:18:00+08:00,true
TRACK0000218,TRK000000046,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-03-30T21:18:00+08:00,true
TRACK0000219,TRK000000046,customs_clearance,Bangkok Customs,Customs processing completed,2026-03-31T10:18:00+08:00,true
TRACK0000220,TRK000000046,delivered,Bangkok,Parcel delivered to the simulated buyer,2026-04-01T02:18:00+08:00,true
TRACK0000221,TRK000000047,pending_pickup,Shenzhen Demo Warehouse,Shipment information received,2026-04-21T21:08:00+08:00,true
TRACK0000222,TRK000000047,picked_up,Shenzhen Sorting Center,Parcel picked up by carrier,2026-04-22T08:08:00+08:00,true
TRACK0000223,TRK000000047,in_transit,Regional Transit Hub,Parcel is moving to destination,2026-04-22T19:08:00+08:00,true
